1.7839700,0.0815490,0.1529200,-1.5855900,-0.0137650,1.6706300,0.3512740,0.0373407,0.0373407
1.7839700,0.0815490,0.1529200,-1.5855900,-0.0137650,1.6706300,0.3512740,0.0373407,0.0373407
1.7839700,0.0815490,0.1529200,-1.5855900,-0.0137650,1.6706300,0.3512730,0.0373407,0.0373407
1.7839700,0.0815500,0.1529200,-1.5855900,-0.0137650,1.6706310,0.3512720,0.0373407,0.0373407
1.7839700,0.0815510,0.1529200,-1.5855890,-0.0137660,1.6706320,0.3512700,0.0373407,0.0373407
1.7839700,0.0815530,0.1529200,-1.5855890,-0.0137660,1.6706330,0.3512670,0.0373407,0.0373407
1.7839700,0.0815550,0.1529200,-1.5855880,-0.0137660,1.6706350,0.3512620,0.0373407,0.0373407
1.7839710,0.0815580,0.1529200,-1.5855880,-0.0137670,1.6706370,0.3512570,0.0373407,0.0373407
1.7839710,0.0815610,0.1529200,-1.5855870,-0.0137670,1.6706390,0.3512510,0.0373407,0.0373407
1.7839710,0.0815650,0.1529200,-1.5855860,-0.0137680,1.6706420,0.3512430,0.0373407,0.0373407
1.7839710,0.0815700,0.1529200,-1.5855840,-0.0137690,1.6706460,0.3512340,0.0373407,0.0373407
1.7839720,0.0815760,0.1529200,-1.5855830,-0.0137700,1.6706500,0.3512240,0.0373407,0.0373407
1.7839720,0.0815820,0.1529200,-1.5855810,-0.0137710,1.6706550,0.3512120,0.0373407,0.0373407
1.7839730,0.0815900,0.1529200,-1.5855790,-0.0137720,1.6706600,0.3511990,0.0373407,0.0373407
1.7839730,0.0815970,0.1529200,-1.5855770,-0.0137730,1.6706660,0.3511850,0.0373407,0.0373407
1.7839740,0.0816060,0.1529200,-1.5855750,-0.0137750,1.6706720,0.3511700,0.0373407,0.0373407
1.7839740,0.0816150,0.1529200,-1.5855730,-0.0137770,1.6706790,0.3511530,0.0373407,0.0373407
1.7839750,0.0816250,0.1529200,-1.5855700,-0.0137780,1.6706860,0.3511350,0.0373407,0.0373407
1.7839760,0.0816360,0.1529200,-1.5855680,-0.0137800,1.6706940,0.3511160,0.0373407,0.0373407
1.7839760,0.0816470,0.1529200,-1.5855650,-0.0137820,1.6707020,0.3510950,0.0373407,0.0373407
1.7839770,0.0816590,0.1529200,-1.5855620,-0.0137840,1.6707110,0.3510740,0.0373407,0.0373407
1.7839780,0.0816710,0.1529200,-1.5855590,-0.0137860,1.6707200,0.3510520,0.0373407,0.0373407
1.7839790,0.0816830,0.1529200,-1.5855550,-0.0137880,1.6707290,0.3510290,0.0373407,0.0373407
1.7839800,0.0816960,0.1529200,-1.5855520,-0.0137900,1.6707380,0.3510060,0.0373407,0.0373407
1.7839800,0.0817100,0.1529200,-1.5855490,-0.0137930,1.6707480,0.3509820,0.0373407,0.0373407
1.7839810,0.0817230,0.1529200,-1.5855450,-0.0137950,1.6707580,0.3509570,0.0373407,0.0373407
1.7839820,0.0817370,0.1529200,-1.5855420,-0.0137970,1.6707680,0.3509320,0.0373407,0.0373407
1.7839830,0.0817510,0.1529200,-1.5855380,-0.0138000,1.6707780,0.3509060,0.0373407,0.0373407
1.7839840,0.0817650,0.1529200,-1.5855340,-0.0138020,1.6707890,0.3508810,0.0373407,0.0373407
