1.7136598,0.3431301,0.1962378,-2.0715700,0.0537587,2.4267300,1.6047800,0.0000000,0.0000000
1.7136585,0.3431241,0.1962366,-2.0715704,0.0537511,2.4267298,1.6047800,0.0000000,0.0000000
1.7136549,0.3431083,0.1962335,-2.0715712,0.0537312,2.4267292,1.6047799,0.0000000,0.0000000
1.7136483,0.3430786,0.1962277,-2.0715728,0.0536938,2.4267282,1.6047798,0.0000000,0.0000000
1.7136378,0.3430315,0.1962185,-2.0715754,0.0536344,2.4267265,1.6047796,0.0000000,0.0000000
1.7136228,0.3429638,0.1962052,-2.0715791,0.0535492,2.4267241,1.6047794,0.0000000,0.0000000
1.7136026,0.3428731,0.1961874,-2.0715840,0.0534348,2.4267210,1.6047791,0.0000000,0.0000000
1.7135768,0.3427571,0.1961646,-2.0715903,0.0532887,2.4267169,1.6047787,0.0000000,0.0000000
1.7135449,0.3426141,0.1961366,-2.0715981,0.0531085,2.4267119,1.6047782,0.0000000,0.0000000
1.7135068,0.3424428,0.1961029,-2.0716074,0.0528927,2.4267059,1.6047776,0.0000000,0.0000000
1.7134622,0.3422423,0.1960636,-2.0716183,0.0526401,2.4266988,1.6047768,0.0000000,0.0000000
1.7134109,0.3420121,0.1960184,-2.0716308,0.0523501,2.4266907,1.6047760,0.0000000,0.0000000
1.7133530,0.3417518,0.1959674,-2.0716449,0.0520222,2.4266816,1.6047751,0.0000000,0.0000000
1.7132884,0.3414618,0.1959104,-2.0716607,0.0516568,2.4266714,1.6047741,0.0000000,0.0000000
1.7132173,0.3411423,0.1958477,-2.0716781,0.0512543,2.4266602,1.6047729,0.0000000,0.0000000
1.7131397,0.3407940,0.1957794,-2.0716970,0.0508155,2.4266480,1.6047717,0.0000000,0.0000000
1.7130560,0.3404179,0.1957056,-2.0717174,0.0503417,2.4266348,1.6047703,0.0000000,0.0000000
1.7129664,0.3400152,0.1956266,-2.0717393,0.0498343,2.4266207,1.6047689,0.0000000,0.0000000
1.7128711,0.3395873,0.1955426,-2.0717626,0.0492952,2.4266057,1.6047674,0.0000000,0.0000000
1.7127705,0.3391357,0.1954540,-2.0717871,0.0487262,2.4265898,1.6047658,0.0000000,0.0000000
1.7126651,0.3386621,0.1953610,-2.0718128,0.0481296,2.4265732,1.6047641,0.0000000,0.0000000
1.7125553,0.3381686,0.1952642,-2.0718397,0.0475078,2.4265559,1.6047623,0.0000000,0.0000000
1.7124414,0.3376570,0.1951638,-2.0718675,0.0468633,2.4265380,1.6047605,0.0000000,0.0000000
1.7123240,0.3371296,0.1950603,-2.0718961,0.0461988,2.4265194,1.6047586,0.0000000,0.0000000
1.7122035,0.3365885,0.1949541,-2.0719255,0.0455171,2.4265005,1.6047567,0.0000000,0.0000000
1.7120805,0.3360360,0.1948457,-2.0719556,0.0448210,2.4264811,1.6047547,0.0000000,0.0000000
1.7119555,0.3354744,0.1947355,-2.0719861,0.0441134,2.4264614,1.6047527,0.0000000,0.0000000
1.7118289,0.3349059,0.1946239,-2.0720170,0.0433973,2.4264414,1.6047507,0.0000000,0.0000000
1.7117014,0.3343330,0.1945115,-2.0720481,0.0426754,2.4264213,1.6047487,0.0000000,0.0000000
1.7115733,0.3337578,0.1943986,-2.0720794,0.0419508,2.4264012,1.6047466,0.0000000,0.0000000
1.7114453,0.3331826,0.1942858,-2.0721106,0.0412261,2.4263810,1.6047446,0.0000000,0.0000000
1.7113177,0.3326095,0.1941733,-2.0721418,0.0405042,2.4263609,1.6047426,0.0000000,0.0000000
1.7111911,0.3320407,0.1940617,-2.0721727,0.0397875,2.4263409,1.6047405,0.0000000,0.0000000
1.7110658,0.3314780,0.1939513,-2.0722032,0.0390786,2.4263212,1.6047385,0.0000000,0.0000000
1.7109423,0.3309232,0.1938424,-2.0722334,0.0383796,2.4263017,1.6047365,0.0000000,0.0000000
1.7108209,0.3303780,0.1937354,-2.0722630,0.0376928,2.4262826,1.6047346,0.0000000,0.0000000
1.7107020,0.3298439,0.1936306,-2.0722920,0.0370198,2.4262638,1.6047327,0.0000000,0.0000000
1.7105858,0.3293220,0.1935282,-2.0723204,0.0363623,2.4262455,1.6047309,0.0000000,0.0000000
1.7104726,0.3288135,0.1934284,-2.0723480,0.0357216,2.4262277,1.6047290,0.0000000,0.0000000
1.7103625,0.3283190,0.1933313,-2.0723749,0.0350986,2.4262103,1.6047273,0.0000000,0.0000000
1.7102557,0.3278391,0.1932372,-2.0724010,0.0344940,2.4261935,1.6047256,0.0000000,0.0000000
1.7101522,0.3273740,0.1931459,-2.0724263,0.0339081,2.4261772,1.6047239,0.0000000,0.0000000
1.7100519,0.3269237,0.1930575,-2.0724507,0.0333407,2.4261614,1.6047223,0.0000000,0.0000000
1.7099548,0.3264876,0.1929719,-2.0724744,0.0327913,2.4261461,1.6047208,0.0000000,0.0000000
1.7098607,0.3260649,0.1928890,-2.0724974,0.0322588,2.4261313,1.6047193,0.0000000,0.0000000
1.7097694,0.3256546,0.1928085,-2.0725197,0.0317419,2.4261169,1.6047178,0.0000000,0.0000000
1.7096804,0.3252550,0.1927301,-2.0725414,0.0312384,2.4261028,1.6047164,0.0000000,0.0000000
1.7095934,0.3248641,0.1926534,-2.0725627,0.0307460,2.4260891,1.6047150,0.0000000,0.0000000
1.7095078,0.3244795,0.1925779,-2.0725836,0.0302614,2.4260756,1.6047136,0.0000000,0.0000000
1.7094229,0.3240983,0.1925031,-2.0726043,0.0297811,2.4260623,1.6047123,0.0000000,0.0000000
